AREA_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS_LABEL
Lebanon,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Lesotho,Total,25 years old and over,Total,Total,Total,2022,21.77638811,A,Normal value
Lesotho,Total,15 to 24 years old,Total,Total,Total,2022,24.19710417,A,Normal value
Liberia,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Liberia,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Lithuania,Total,25 years old and over,Total,Total,Total,2021,63.91497548,A,Normal value
Lithuania,Total,15 to 24 years old,Total,Total,Total,2021,42.42906301,A,Normal value
Madagascar,Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
Madagascar,Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
Malawi,Total,25 years old and over,Total,Total,Total,2021,10.93668374,A,Normal value
Malawi,Total,15 to 24 years old,Total,Total,Total,2021,8.47729605,A,Normal value
Malaysia,Total,25 years old and over,Total,Total,Total,2021,44.68928618,A,Normal value
Malaysia,Total,15 to 24 years old,Total,Total,Total,2021,20.12261532,A,Normal value
Mali,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Mali,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Malta,Total,25 years old and over,Total,Total,Total,2021,52.47455683,A,Normal value
Malta,Total,15 to 24 years old,Total,Total,Total,2021,44.29514252,A,Normal value
Mauritania,Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
Mauritania,Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
Mauritius,Total,25 years old and over,Total,Total,Total,2021,20.33026727,A,Normal value
Mauritius,Total,15 to 24 years old,Total,Total,Total,2021,13.51128249,A,Normal value
Mexico,Total,25 years old and over,Total,Total,Total,2022,21.06397651,A,Normal value
Mexico,Total,15 to 24 years old,Total,Total,Total,2022,26.67456827,A,Normal value
Moldova,Total,25 years old and over,Total,Total,Total,2021,19.75349769,A,Normal value
Moldova,Total,15 to 24 years old,Total,Total,Total,2021,26.48288828,A,Normal value
Mongolia,Total,25 years old and over,Total,Total,Total,2021,45.63821324,A,Normal value
Mongolia,Total,15 to 24 years old,Total,Total,Total,2021,35.01984285,A,Normal value
Morocco,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Morocco,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Mozambique,Total,25 years old and over,Total,Total,Total,2021,14.73559298,A,Normal value
Mozambique,Total,15 to 24 years old,Total,Total,Total,2021,18.08845806,A,Normal value
Myanmar,Total,25 years old and over,Total,Total,Total,2021,14.39856862,A,Normal value
Myanmar,Total,15 to 24 years old,Total,Total,Total,2021,21.64299011,A,Normal value
Namibia,Total,25 years old and over,Total,Total,Total,2021,23.60254442,A,Normal value
Namibia,Total,15 to 24 years old,Total,Total,Total,2021,8.232392964,A,Normal value
Nepal,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Nepal,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Netherlands,Total,25 years old and over,Total,Total,Total,2021,76.1009874,A,Normal value
Netherlands,Total,15 to 24 years old,Total,Total,Total,2021,67.81804024,A,Normal value
New Zealand,Total,25 years old and over,Total,Total,Total,2021,84.06790177,A,Normal value
New Zealand,Total,15 to 24 years old,Total,Total,Total,2021,61.45015247,A,Normal value
Nicaragua,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Nicaragua,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Niger,Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
Niger,Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
Nigeria,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Nigeria,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
North Macedonia,Total,25 years old and over,Total,Total,Total,2021,30.51284214,A,Normal value
North Macedonia,Total,15 to 24 years old,Total,Total,Total,2021,14.52514081,A,Normal value
Norway,Total,25 years old and over,Total,Total,Total,2021,93.57674274,A,Normal value
Norway,Total,15 to 24 years old,Total,Total,Total,2021,42.08246537,A,Normal value
Pakistan,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Pakistan,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Panama,Total,25 years old and over,Total,Total,Total,2021,17.99184416,A,Normal value
Panama,Total,15 to 24 years old,Total,Total,Total,2021,19.48769181,A,Normal value
Paraguay,Total,25 years old and over,Total,Total,Total,2021,11.54597477,A,Normal value
Paraguay,Total,15 to 24 years old,Total,Total,Total,2021,8.296060529,A,Normal value
Peru,Total,25 years old and over,Total,Total,Total,2021,18.64477205,A,Normal value
Peru,Total,15 to 24 years old,Total,Total,Total,2021,23.03705631,A,Normal value
Philippines,Total,25 years old and over,Total,Total,Total,2021,21.07772337,A,Normal value
Philippines,Total,15 to 24 years old,Total,Total,Total,2021,19.29448569,A,Normal value
Poland,Total,25 years old and over,Total,Total,Total,2021,69.85112545,A,Normal value
Poland,Total,15 to 24 years old,Total,Total,Total,2021,75.68059416,A,Normal value
Portugal,Total,25 years old and over,Total,Total,Total,2021,44.63237642,A,Normal value
Portugal,Total,15 to 24 years old,Total,Total,Total,2021,51.30440797,A,Normal value
Romania,Total,25 years old and over,Total,Total,Total,2021,34.19145067,A,Normal value
Romania,Total,15 to 24 years old,Total,Total,Total,2021,33.29384464,A,Normal value
Russian Federation,Total,25 years old and over,Total,Total,Total,2021,57.51314803,A,Normal value
Russian Federation,Total,15 to 24 years old,Total,Total,Total,2021,64.24728403,A,Normal value
Saudi Arabia,Total,25 years old and over,Total,Total,Total,2021,65.73045098,A,Normal value
Saudi Arabia,Total,15 to 24 years old,Total,Total,Total,2021,47.65614209,A,Normal value
Senegal,Total,25 years old and over,Total,Total,Total,2021,20.91103506,A,Normal value
Senegal,Total,15 to 24 years old,Total,Total,Total,2021,16.70645691,A,Normal value
Serbia,Total,25 years old and over,Total,Total,Total,2021,27.04934359,A,Normal value
Serbia,Total,15 to 24 years old,Total,Total,Total,2021,29.25435678,A,Normal value
Sierra Leone,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Sierra Leone,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Singapore,Total,25 years old and over,Total,Total,Total,2021,59.87143403,A,Normal value
Singapore,Total,15 to 24 years old,Total,Total,Total,2021,47.32161053,A,Normal value
Slovak Republic,Total,25 years old and over,Total,Total,Total,2021,71.68175885,A,Normal value
Slovak Republic,Total,15 to 24 years old,Total,Total,Total,2021,76.56055972,A,Normal value
Slovenia,Total,25 years old and over,Total,Total,Total,2021,57.00617258,A,Normal value
Slovenia,Total,15 to 24 years old,Total,Total,Total,2021,44.1978698,A,Normal value
South Africa,Total,25 years old and over,Total,Total,Total,2021,29.89638987,A,Normal value
South Africa,Total,15 to 24 years old,Total,Total,Total,2021,20.11248422,A,Normal value
South Sudan,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
South Sudan,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Spain,Total,25 years old and over,Total,Total,Total,2021,47.74900282,A,Normal value
Spain,Total,15 to 24 years old,Total,Total,Total,2021,50.54233542,A,Normal value
Sri Lanka,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Sri Lanka,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Sweden,Total,25 years old and over,Total,Total,Total,2021,87.31057048,A,Normal value
Sweden,Total,15 to 24 years old,Total,Total,Total,2021,45.27527447,A,Normal value
Switzerland,Total,25 years old and over,Total,Total,Total,2021,52.6671673,A,Normal value
Switzerland,Total,15 to 24 years old,Total,Total,Total,2021,64.00637775,A,Normal value
"Taiwan, China",Total,25 years old and over,Total,Total,Total,2021,39.22496537,A,Normal value
"Taiwan, China",Total,15 to 24 years old,Total,Total,Total,2021,32.7751563,A,Normal value
Tajikistan,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Tajikistan,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Tanzania,Total,25 years old and over,Total,Total,Total,2021,17.68526679,A,Normal value
Tanzania,Total,15 to 24 years old,Total,Total,Total,2021,21.12278452,A,Normal value
Thailand,Total,25 years old and over,Total,Total,Total,2021,46.40796156,A,Normal value
Thailand,Total,15 to 24 years old,Total,Total,Total,2021,49.014947,A,Normal value
Togo,Total,25 years old and over,Total,Total,Total,2021,12.42541633,A,Normal value
Togo,Total,15 to 24 years old,Total,Total,Total,2021,11.29213552,A,Normal value
Tunisia,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Tunisia,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Turkiye,Total,25 years old and over,Total,Total,Total,2021,39.91273016,A,Normal value
Turkiye,Total,15 to 24 years old,Total,Total,Total,2021,50.05157736,A,Normal value
Uganda,Total,25 years old and over,Total,Total,Total,2021,26.63797074,A,Normal value
Uganda,Total,15 to 24 years old,Total,Total,Total,2021,22.95635692,A,Normal value
Ukraine,Total,25 years old and over,Total,Total,Total,2021,45.18506425,A,Normal value
Ukraine,Total,15 to 24 years old,Total,Total,Total,2021,64.16076629,A,Normal value
United Arab Emirates,Total,25 years old and over,Total,Total,Total,2021,16.71187804,A,Normal value
United Arab Emirates,Total,15 to 24 years old,Total,Total,Total,2021,12.02367348,A,Normal value
United Kingdom,Total,25 years old and over,Total,Total,Total,2021,54.01061058,A,Normal value
United Kingdom,Total,15 to 24 years old,Total,Total,Total,2021,38.56627481,A,Normal value
United States,Total,25 years old and over,Total,Total,Total,2021,68.71943164,A,Normal value
United States,Total,15 to 24 years old,Total,Total,Total,2021,49.23900098,A,Normal value
Uruguay,Total,25 years old and over,Total,Total,Total,2021,32.75438761,A,Normal value
Uruguay,Total,15 to 24 years old,Total,Total,Total,2021,30.17073977,A,Normal value
Uzbekistan,Total,25 years old and over,Total,Total,Total,2021,18.00726202,A,Normal value
Uzbekistan,Total,15 to 24 years old,Total,Total,Total,2021,9.588644972,A,Normal value
"Venezuela, RB",Total,25 years old and over,Total,Total,Total,2021,50.16169393,A,Normal value
"Venezuela, RB",Total,15 to 24 years old,Total,Total,Total,2021,46.71334296,A,Normal value
Viet Nam,Total,25 years old and over,Total,Total,Total,2022,25.15418363,A,Normal value
Viet Nam,Total,15 to 24 years old,Total,Total,Total,2022,24.44234114,A,Normal value
West Bank and Gaza,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
West Bank and Gaza,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
"Yemen, Rep.",Total,25 years old and over,Total,Total,Total,2022,,O,Missing value
"Yemen, Rep.",Total,15 to 24 years old,Total,Total,Total,2022,,O,Missing value
Zambia,Total,25 years old and over,Total,Total,Total,2021,20.41532445,A,Normal value
Zambia,Total,15 to 24 years old,Total,Total,Total,2021,14.78858629,A,Normal value
Zimbabwe,Total,25 years old and over,Total,Total,Total,2021,24.07225275,A,Normal value
Zimbabwe,Total,15 to 24 years old,Total,Total,Total,2021,16.05679495,A,Normal value
Afghanistan,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Afghanistan,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Albania,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Albania,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Algeria,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Algeria,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Argentina,Total,15 years old and over,Total,Total,Total,2017,5.674976551,A,Normal value
Argentina,Total,15 years old and over,Total,Total,Total,2017,17.59563812,A,Normal value
Armenia,Total,15 years old and over,Total,Total,Total,2017,6.196189697,A,Normal value
Armenia,Total,15 years old and over,Total,Total,Total,2017,17.14571105,A,Normal value
Australia,Total,15 years old and over,Total,Total,Total,2017,44.73419648,A,Normal value
Australia,Total,15 years old and over,Total,Total,Total,2017,81.8681571,A,Normal value
Austria,Total,15 years old and over,Total,Total,Total,2017,33.41023201,A,Normal value
Austria,Total,15 years old and over,Total,Total,Total,2017,61.04819511,A,Normal value
Azerbaijan,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Azerbaijan,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Bahrain,Total,15 years old and over,Total,Total,Total,2017,30.91841266,A,Normal value
Bahrain,Total,15 years old and over,Total,Total,Total,2017,39.28164094,A,Normal value
Bangladesh,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Bangladesh,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Belarus,Total,15 years old and over,Total,Total,Total,2017,22.83951316,A,Normal value
Belarus,Total,15 years old and over,Total,Total,Total,2017,52.88803025,A,Normal value
Belgium,Total,15 years old and over,Total,Total,Total,2017,52.02704669,A,Normal value
Belgium,Total,15 years old and over,Total,Total,Total,2017,81.64133434,A,Normal value
Benin,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Benin,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Bolivia,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Bolivia,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Bosnia and Herzegovina,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Bosnia and Herzegovina,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Botswana,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Botswana,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Brazil,Total,15 years old and over,Total,Total,Total,2017,4.097255105,A,Normal value
Brazil,Total,15 years old and over,Total,Total,Total,2017,16.44747606,A,Normal value
Bulgaria,Total,15 years old and over,Total,Total,Total,2017,5.897773452,A,Normal value
Bulgaria,Total,15 years old and over,Total,Total,Total,2017,20.28939603,A,Normal value
Burkina Faso,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Burkina Faso,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Cambodia,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Cambodia,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Cameroon,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Cameroon,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Canada,Total,15 years old and over,Total,Total,Total,2017,54.53381005,A,Normal value
Canada,Total,15 years old and over,Total,Total,Total,2017,81.4312525,A,Normal value
Central African Republic,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Central African Republic,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Chad,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Chad,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Chile,Total,15 years old and over,Total,Total,Total,2017,11.93628618,A,Normal value
Chile,Total,15 years old and over,Total,Total,Total,2017,32.79576935,A,Normal value
China,Total,15 years old and over,Total,Total,Total,2017,27.30703766,A,Normal value
China,Total,15 years old and over,Total,Total,Total,2017,42.56290002,A,Normal value
Colombia,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Colombia,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Congo, Dem. Rep.",Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Congo, Dem. Rep.",Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Congo, Rep.",Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
"Congo, Rep.",Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
